id,text,label
21095,depresiyaya,depresiyaya
21096,bibim,bibim
21097,sorusan,soruşan
21098,verməliyik,verməliyik
21099,bağışladim,bağışladım
21100,aldanmasinlar,aldanmasınlar
21102,Türkoğlu,Türk oğlu
21103,Attestatim,Attestatım
21104,Bəli,bəli
21106,açiram,açıram
21108,ölürlər,ölürlər
21110,buraxaraq,buraxaraq
21111,ediləcək,ediləcək
21113,uzaqdadırsa,uzaqdadırsa
21115,almayın,almayın
21116,uşaqlari,uşaqları
21117,deyilki,deyil ki
21118,evlənir,evlənir
21119,çıxmır,çıxmır
21121,psixoterapeft,psixoterapevt
21123,Bilirem,bilirəm
21124,təmsil,təmsil
21125,qazandığım,qazandığım
21126,etdirdim,etdirdim
21127,gözlederek,gözlədərək
21130,avtobuslar,avtobuslar
21131,istəmişdi,istəmişdir
21132,radelerinde,radələrində
21133,istəmir,istəmir
21134,olmaması,olmaması
21135,bildirməməyə,bildirməməyə
21136,belədi,belədir
21137,saatları,saatları
21138,reklamini,reklamını
21139,pisxalogiya,psixalogiya
21140,hemise,həmişə
21141,hazır,hazır
21142,qebirsanlığda,qəbirsanlığda
21143,Maşını,maşını
21144,saqqalına,saqqalına
21145,soyuq,soyuq
21146,məsələlərdən,məsələlərdən
21148,Çaresiz,çarəsiz
21149,qışqırmağım,qışqırmağım
21151,sıfır,sıfır
21152,İşdə,işdə
21154,dinləyənim,dinləyənim
21155,yazdığı,yazdığı
21156,çoxunuzun,çoxunuzun
21157,eləmirəm,eləmirəm
21158,danismayacam,danışmayacağam
21159,cihazlarina,cihazlarına
21161,mawinimi,maşınımı
21163,onunkundan,onunkindən
21165,yoldaşlarımla,yoldaşlarımla
21167,mənasiz,mənasız
21168,neyniyirsən,neyniyirsən
21169,bitən,bitən
21171,qayıtmışam,qayıtmışam
21172,qus,quş
21174,həyatındaki,həyatındaki
21175,qarışıb,qarışıb
21176,özümüz,özümüz
21178,çalışmışam,çalışmışam
21179,qadınlarında,qadınların da
21180,dekabrda,dekabrda
21181,Semed,Səməd
21183,2il,2 il
21184,Yoldasım,yoldaşım
21185,peşman,peşman
21186,ogludu,oğludur
21187,üstünlük,üstünlük
21188,tanıdan,tanıdan
21189,başqadı,başqadır
21190,etdirir,etdirir
21191,baxacaq,baxacaq
21192,Ali,Əli
21194,yumsaltsin,yumşaltsın
21195,şəhərində,şəhərində
21197,Taniyin,tanıyın
21198,çöldə,çöldə
21199,nöktəsini,nöqtəsini
21200,iwinnen,işinnən
21202,dusdum,düşdüm
21203,pıs,pis
21204,kohne,köhnə
21205,kənd,kənd
21206,dəqiqənin,dəqiqənin
21207,səhvləri,səhvləri
21208,keçirdik,keçirdik
21209,elektrik,elektrik
21210,Bütün,bütün
21211,kəndlərdə,kəndlərdə
21213,vuracam,vuracağam
21214,dedesine,dədəsinə
21215,türk,türk
21216,Aranizda,aranızda
21217,ailə,ailə
21218,İçimdən,içimdən
21220,özümçün,özüm üçün
21221,Deməzdim,deməzdim
21222,qalib,qalib
21223,razılaşırdı,razılaşırdı
21224,bashqa,başqa
21225,insanlarını,insanlarını
21226,Silahlı,silahlı
21227,hərbidə,hərbidə
21229,Yoldaşım,yoldaşım
21230,sürmeyin,sürməyin
21231,Ev,ev
21232,maklerlik,maklerlik
21233,deyəsən,deyəsən
21234,Serxan,Sərxan
21235,Həsənovun,Həsənovun
21236,düşməndir,düşməndir
21237,tərəfləri,tərəfləri
21238,Pünhan,Pünhan
21239,cəlb,cəlb
21240,rast,rast
21241,şeyler,şeylər
21242,qırırsan,qırırsan
21243,birində,birində
21244,güvənmişik,güvənmişik
21245,yaşamamişam,yaşamamışam
21246,etdirməyə,etdirməyə
21247,Gic,gic
21248,Axtarırıq,axtarırıq
21249,danışırıq,danışırıq
21250,buradan,buradan
21251,önəmsəmir,önəmsəmir
21252,Azerbaijan,Azərbaycan
21253,heçnəyim,heçnəyim
21254,Maştağa,Maştağa
21255,7ay,7 ay
21256,yaraşiqli,yaraşıqlı
21257,cixanlarin,çıxanların
21258,bölüşmək,bölüşmək
21259,dinim,dinim
21260,atar,atar
21261,körpəmədə,körpəmədə
21262,eminem,əminəm
21263,Müştəriyə,müştəriyə
21264,beyenmirem,bəyənmirəm
21265,qovmur,qovmur
21266,utancaqlıq,utancaqlıq
21267,ELIZADE,Əlizadə
21268,loqoped,loqoped
21269,yarandı,yarandı
21270,Rahat,rahat
21271,suurlu,şüurlu
21272,Özünüzə,özünüzə
21273,balam,balam
21274,sayda,sayda
21275,açan,açan
21276,oskure,öskürək
21277,Mövzü,mövzü
21278,qulluqcu,qulluqçu
21279,Atasi,atası
21280,soxur,soxur
21281,Insaniq,insanıq
21282,vaxtdı,vaxtdır
21283,yayın,yayın
21284,ziyan,ziyan
21286,asdigin,asdığın
21287,masinla,maşınla
21291,Yüksək,yüksək
21292,çekib,çəkib
21293,ağrımaq,ağrımaq
21294,Deyirlər,deyirlər
21295,bilmerem,bilmərəm
21297,paylaşardınız,paylaşardınız
21298,vaxtdan,vaxtdan
21300,olmayanda,olmayanda
21301,müemmali,müəmmalı
21302,wirketlerden,şirkətlərdən
21303,sebrli,səbirli
21304,sağollaşıb,sağollaşıb
21305,qaldırmadı,qaldırmadı
21307,Onsuzda,onsuz da
21308,Musbet,müsbət
21309,Qisaca,qısaca
21310,köhnə,köhnə
21311,Hacıyev,Hacıyev
21312,simpatiyaları,simpatiyaları
21313,Sizden,sizdən
21314,Fecebook,Facebook
21315,defeye,dəfəyə
21316,Sadə,sadə
21317,həftənin,həftənin
21318,maşınlardır,maşınlardır
21319,mexluqatlari,məxluqatları
21320,eli,Əli
21321,Ənvər,Ənvər
21322,yaxşiyam,yaxşıyam
21323,salonunda,salonunda
21324,razılaşıb,razılaşıb
21326,bezdirdim,bezdirdim
21327,eliyirəm,eliyirəm
21328,qovsam,qovsam
21330,planlaşdirmaq,planlaşdırmaq
21334,qismini,qismini
21335,ozde,özdə
21336,təbiki,təbiki
21340,qaçaraq,qaçaraq
21341,düşürmü,düşürmü
21342,xristianliq,xristianliq
21343,burun,burun
21344,bitmədiyini,bitmədiyini
21345,gunə,günə
21346,bashladi,başladı
21347,hecbir,heçbir
21348,tutmaq,tutmaq
21350,homoseksuallıq,homoseksuallıq
21351,küllü,küllü
21352,gəlirdi,gəlirdi
21353,halında,halında
21354,heqiqeten,həqiqətən
21355,Aylardır,aylardır
21356,kafelərə,kafelərə
21357,içse,içsə
21358,başlamamişdi,başlamamışdır
21359,insanlarda,insanlarda
21360,Xulase,xulasə
21361,gulmeli,gülməli
21362,ətrafımız,ətrafımız
21363,dəyişirmiş,dəyişirmiş
21365,versə,versə
21366,Güclü,güclü
21367,gələcəkdə,gələcəkdə
21369,kimim,kimin
21370,insanlarıq,insanlarıq
21371,büyürüb,buyurub
21372,telefonuna,telefonuna
21373,alet,alət
21374,qarşılaşmalıdır,qarşılaşmalıdır
21375,xeyli,xeyli
21376,belələri,belələri
21377,həyacanlı,həyacanlı
21378,qərarına,qərarına
21379,ovladdi,ovladdır
21380,yemir,yemir
21381,hamının,hamının
21382,qoydum,qoydum
21383,içirlər,içirlər
21384,əyilmişdi,əyilmişdi
21386,istəmək,istəmək
21388,edilməzdi,edilməzdi
21389,ALDANMAQ,aldanmaq
21391,qal,qal
21392,işin,işin
21393,nöqsanımı,nöqsanımı
21394,boşluqdan,boşluqdan
21395,bişirib,bişirib
21396,olandan,olandan
21397,pisem,pisəm
21398,ölkələrində,ölkələrində
21399,aileme,ailəmə
21400,status,status
21401,niyədir,niyədir
21402,ziiyan,ziyan
21403,ısıme,işimə
21404,gôrür,görür
21405,problemdə,probləm də
21406,rastlaşan,rastlaşan
21407,mənimkidə,mənimki də
21408,səsli,səsli
21409,filanin,filanın
21410,söhbətə,söhbətə
21411,kosmetoloqa,kosmetoloqa
21412,Sevməsən,sevməsən
21413,lazim,lazım
21414,atamdan,atamdan
21416,döyünsün,döyünsün
21417,üzvlərini,üzvlərini
21418,Muxtelif,müxtəlif
21419,nişanlısı,nişanlısı
21420,indi,indi
21421,elede,elədə
21422,Mətn,mətn
21424,sevgini,sevgini
21425,Getmir,getmir
21426,-birinin,birinin
21427,temın,təmin
21428,icarəçini,icarəsini
21429,xərcləsəm,xərcləsəm
21430,boyutmuşuk,böyütmüşük
21431,padyoma,padyoma
21432,sonuncu,sonuncu
21433,xaricde,xaricdə
21434,görməkdir,görməkdir
21435,zehmetime,zəhmətimə
21436,Svetaforun,svetaforun
21438,yerlərində,yerlərin də
21439,geleceyim,gələcəyim
21440,salam,salam
21442,itin,itin
21444,Baxın,baxın
21445,proqqramda,proqramda
21446,əri,əri
21447,belece,beləcə
21448,eskiz,eskiz
21449,derd,dərd
21450,KİTAB,kitab
21451,onsuzda,onsuz da
21452,vaxtlar,vaxtlar
21453,gəzməklər,gəzməklər
21454,aləmində,aləmində
21455,sevgililəri,sevgililəri
21456,iyrənirdim,iyrənirdim
21457,Tez,tez
21458,deyisilmelidi,dəyişilməlidir
21459,Hazirda,hazırda
21461,dövrlər,dövrlər
21462,maraqlandıran,maraqlandıran
21463,gostererdiniz,göstərərdiniz
21464,sürmüşəm,sürmüşəm
21466,oğurlamışam,oğurlamışam
21467,Evlərində,evlərin də
21468,yanaşması,yanaşması
21469,həvəs,həvəs
21470,nişanli,nişanlı
21471,gondersin,göndərsin
21472,desin,desin
21473,taksilerden,taksilərdən
21474,Vaxt,vaxt
21475,yaşayın,yaşayın
21477,dələduzla,dələduzla
21480,bölgəsinin,bölgəsinin
21481,Semtyabr,sentyabr
21482,vaxtaşırı,vaxt aşırı
21483,mövzularda,mövzular da
21484,təşəklürlər,təşəkkürlər
21485,problemimə,problemimə
21486,heyatda,heyat da
21487,alim,alim
21488,necədə,neçədə
21489,qapisini,qapısını
21490,həyata,həyata
21491,bağlayir,bağlayır
21492,nəysə,nəysə
21493,ehtiyac,ehtiyac
21494,ugradim,uğradım
21496,toyumdu,toyumdu
21499,ishler,işlər
21500,En,ən
21501,eşiyi,eşiyi
21502,sesler,səslər
21503,baqişlayir,bağışlayır
21504,kankret,kankret
21505,müddətdə,müddətdə
21506,xanımın,xanımın
21509,bilməzlər,bilməzlər
21511,bacaran,bacaran
21512,təhsilsizəm,təhsilsizəm
21513,Yox,yox
21514,yaşayırdım,yaşayırdım
21516,besh,beş
21517,Sizi,sizi
21518,sevgili,sevgili
21519,gözucu,göz ucu
21520,vasitəsi,vasitəsi
21521,psixologa,psixologiya
21522,gedirem,gedirəm
21525,kamersiya,kommersiya
21526,dəm,dəm
21527,Öncə,öncə
21528,EHTİYATLI,ehtiyatlı
21529,qurun,qurun
21530,işsizlikdən,işsizlikdən
21531,başqa,başqa
21533,coxdu,çoxdur
21534,Peyğəmbər,peyğəmbər
21535,zövqüm,zövqüm
21536,yuxuya,yuxuya
21537,notarial,notarial
21538,İçimdeki,içimdəki
21539,seviyye,səviyyə
21540,ağaclar,ağaclar
21541,taksiyle,taksi ilə
21542,eziyet,əziyyət
21543,size,sizə
21545,hamiynan,hamıyla
21546,uyğunu,uyğunu
21547,inamsiz,inamsız
21548,cola,kola
21549,Butun,bütün
21550,tələbi,tələbi
21551,çağından,çağından
21552,şimşek,şimşək
21553,maraqçun,maraq üçün
21554,geyinir,geyinir
21555,kreditdir,kreditdir
21556,etme,etmə
21557,Bacim,bacım
21558,yaxınımızı,yaxınımızı
21559,xahiş,xahiş
21560,depressivdir,depressivdir
21561,sahibininde,sahibinin de
21562,exlaqimi,əxlaqımı
21563,bunların,bunların
21564,mudurumun,müdürümün
21565,görəsiniz,görəsiniz
21566,Qinamayin,qınamayın
21567,baki,Baki
21568,Qiz,qız
21569,hata,xəta
21570,mawin,maşın
21571,tərbiyədən,tərbiyədən
21572,məhf,məhv
21573,olurdu,olurdu
21574,görmədi,görmədi
21575,kənar,kənar
21576,bacarmıram,bacarmıram
21577,ağrılara,ağrılara
21578,evlənmək,evlənmək
21579,uzaqlaşıram,uzaqlaşıram
21580,baqlanir,bağlanır
21581,maaşını,maaşını
21582,ETSİN,etsin
21583,şexs,şəxs
21584,neçiyə,neçəyə
21585,brazilyalı,brazilyalı
21586,Axi,axı
21587,məsləhətinə,məsləhətinə
21588,yolu,yolu
21590,mübahisəsi,mübahisəsi
21591,hesabivızda,hesabınızda
21592,gelsinler,gəlsinlər
21593,pus,pis
21594,əsəbini,əsəbini
21595,meyilli,meyilli
21596,Qarabağ,Qarabağ
21597,tapir,tapır
21598,oğlanları,oğlanları
21600,narahatlıq,narahatlıq
21601,əritmə,əritmə
21602,deyimki,deyim ki
21603,ikidənə,iki dənə
21604,dünyalar,dünyalar
21605,istedi,istədi
21606,guvensizlik,güvənsizlik
21607,serbest,sərbəst
21608,Muellimesi,müəlliməsi
21609,qohumluq,qohumluq
21610,qoymusam,qoymuşam
21612,düsüb,düşüb
21613,tecrubeni,təcrübəni
21614,çəkəcəm,çəkəcəm
21615,Quluyev,Quliyev
21616,esitmirler,eşitmirlər
21617,agladi,agladı
21618,bənzər,bənzər
21619,menen,mənimlə
21620,birisinə,birisinə
21621,girəndən,girəndən
21622,beridir,bəridir
21623,oldularki,oldular ki
21624,razilawdiq,razılaşdıq
21625,fantastik,fantastik
21626,yaşı,yaşı
21628,təcrübələrindən,təcrübələrindən
21629,nədədir,nədədir
21630,danişirdim,danışırdım
21631,təsdiqləyər,təsdiqləyər
21633,Kağıza,kağıza
21634,xoşum,xoşum
21635,aparırsız,aparırsız
21637,elədiyini,elədiyini
21638,barmağında,barmağında
21639,edəsən,edəssən
21640,lağ-lağı,lağ-lağı
21641,empatiya,empatiya
21642,passat,passat
21643,işlədiyim,işlədiyim
21644,Naxçıvana,Naxçıvana
21645,zurna,zurna
21646,olmayan,olmayan
21647,başqa,başqa
21648,olunanda,olunanda
21649,gelib,gəlib
21650,problemlerim,problemlərim
21651,gözəlliyidir,gözəlliyidir
21652,ünsiyyətdə,ünsiyyətdə
21653,edibki,edib ki
21654,edilmiş,edilmiş
21655,bölüşsəm,bölüşsəm
21657,səfərindədə,səfərində də
21659,yazmasın,yazmasın
21660,1998-2004,1998-2004
21661,gotururdum,götürürdüm
21662,dözersən,dözərsən
21663,tapacam,tapacam
21664,odemisem,odəmişəm
21666,barışmayacağı,barışmayacağı
21667,kovrek,kövrək
21668,etmeliyemki,etməliyəmki
21669,dönməlidir,dönməlidir
21670,deməkdi,deməkdi
21671,gəlsinlər,gəlsinlər
21672,1ay,1 ay
21673,qurub,qurub
21674,boyutmemisik,böyütməmişik
21675,gorusek,görüşək
21676,yaşadan,yaşadan
21677,Cunki,çünki
21678,çıxmıyacam,çıxmayacam
21679,dözer,dözər
21680,gəlməyi,gəlməyi
21681,axtarsım,axtardım
21682,görməsini,görməsini
21683,bankası,bankası
21685,ozun,özün
21686,derece,dərəcə
21687,Pulu,pulu
21688,Bakirəliyimi,bakirəliyimi
21689,əzizdi,əzizdi
21690,valideyinin,valideyinin
21691,dərəcədə,dərəcədə
21692,Ölkəyə,ölkəyə
21693,ol,ol
21694,bundan,bundan
21695,gulur,gülür
21696,2014-2015,2014-2015
21697,avtovagzala,avtovagzala
21698,Məhkəmənin,məhkəmənin
21699,toplayarkən,toplayarkən
21700,ayrilandan,ayrılandan
21701,qədəri,qədəri
21702,Düşüncə,düşüncə
21703,dizel,dizel
21704,guc,güc
21705,nəbilm,nəbilim
21707,müəlifin,müəlifin
21709,sifarisi,sifarişi
21710,yumağa,yumağa
21712,paylassaydınız,paylaşsaydınız
21713,ozune,özünə
21715,alverçi,alverçi
21716,nefes,nəfəs
21717,baglatdira,bağlatdıra
21718,kecici,keçici
21719,sizlə,sizlə
21720,düşündürən,düşündürən
21721,mismarlanıb,mismarlanıb
21722,tereflerini,tərəflərini
21723,başıaşağı,başı aşağı
21724,bürcün,bürcün
21725,Əsədovun,Əsədovun
21726,göstəricisidi,göstəricisidi
21727,Xanbala,Xanbala
21728,əlaqəni,əlaqəni
21729,vəsiqəsi,vəsiqəsi
21730,Ogündə,o gün də
21731,gòruşub,göruşub
21733,ərim,ərim
21734,keçmək,keçmək
21735,profillirinə,profillərinə
21736,İli,ili
21737,Sağa,sağa
21739,əsəblərim,əsəblərim
21740,geden,gedən
21741,verərdiniz,verərdiniz
21743,it,it
21744,proyektlə,proyektlə
21745,yanı,yanı
21746,baxmayaraq,baxmayaraq
21747,5ildirki,5 ildir ki
21748,baxsınlar,baxsınlar
21749,bürcünden,bürcündən
21750,aparatini,aparatını
21751,qoşmurdum,qoşmurdum
21752,melumatli,məlumatlı
21753,zenge,zəngə
21754,et,ət
21755,masinin,maşının
21756,emellere,əməllərə
21757,hereketi,hərəkəti
21758,əmək,əmək
21759,kağızda,kağızda
21760,gəlmişdi,gəlmişdi
21761,çəkirlər,çəkirlər
21762,bildirsin,bildirsin
21763,üzəri,üzəri
21764,elek,ələk
21765,müdürə,müdürə
21766,haqqinda,haqqında
21767,ədv,ədv
21769,sese,səsə
21770,baqaja,baqaja
21771,bogazda,boğazda
21772,qalıb,qalıb
21773,populyar,populyar
21774,ayrılmış,ayrılmış
21775,çıxmalıyam,çıxmalıyam
21776,təəsüf,təəsüf
21777,fitness,fitness
21778,iwdeki,işdəki
21779,saxtakarlara,saxtakarlara
21780,OGLU,oğlu
21781,İsteyirem,istəyirəm
21782,Bizə,bizə
21783,şəklini,şəklini
21784,calisib,çalışıb
21785,pulumla,pulumla
21786,hekimler,həkimlər
21787,hadisədi,hadisədi
21788,beyi,bəyi
21789,dədəmgillə,dədəmgillə
21790,yalvardim,yalvardım
21791,Sizcə,sizcə
21792,panik,panik
21793,ANA,ana
21794,Geci,geci
21795,özümü,özümü
21796,herkese,hərkəsə
21797,qar,qar
21799,cinayət,cinayət
21800,xaricdə,xaricdə
21801,yatanda,yatanda
21802,hazirda,hazırda
21803,Maşınların,maşınların
21804,coxalmaq,coxalmaq
21805,ağladığına,ağladığına
21806,baxir,baxır
21807,baraban,baraban
21808,Utanmaz,utanmaz
21809,həkim,həkim
21811,vakansiya,vakansiya
21812,atamgil,atamgil
21813,qardaşımada,qardaşımada
21814,neynir,neyləyir
21815,işem,işim
21816,qoyubsa,qoyubsa
21817,rəyləri,rəyləri
21818,kartlardan,kartlardan
21819,ishe,işə
21820,biotin,biotin
21821,mələk,mələk
21822,cine,çinə
21824,hərəsi,hərəsi
21827,onları,onları
21828,yazisiriq,yazışırıq
21829,edərsən,edərsən
21830,Ona,ona
21831,anlamışam,anlamışam
21832,Dizelə,dizelə
21833,kasib,kasıb
21834,şirketle,şirkətlə
21835,2011-2013,2011-2013
21836,məktubda,məktubda
21837,zavod,zavod
21838,feministlərdən,feministlərdən
21839,salan,salan
21840,dözdüyüm,dözdüyüm
21841,kəsilib,kəsilib
21842,qaçdilar,qaçdılar
21843,otağımda,otağımda
21844,esdirdi,əsdirdi
21845,gelmek,gəlmək
21846,olmuyan,olmuyan
21847,vecinədi,vecinədi
21848,priblemi,problemi
21849,nəyi,nəyi
21850,Ailədə,ailədə
21851,yaranıb,yaranıb
21852,betər,betər
21853,səyfə,səyfə
21854,Özümnnən,özümnnən
21855,öldüyü,öldüyü
21856,keçirlər,keçirlər
21857,səbəblə,səbəblə
21858,getirmemeyi,gətirməməyi
21859,çılpaq,çılpaq
21860,mazaxist,mazaxist
21861,çəkilməsi,çəkilməsi
21862,araşdırılır,araşdırılır
21863,Travel,Travel
21864,axşama,axşama
21865,Rəvan,Rəvan
21866,getir,gətir
21867,dayandılar,dayandılar
21868,dələduzlar,dələduzlar
21870,Kendin,kəndin
21871,saytlarında,saytlarında
21872,anlaşma,anlaşma
21873,sönər,sönər
21874,popkornlarınızı,popkornlarınızı
21875,Не,hе
21876,evindən,evindən
21877,demədik,demədik
21878,alanda,alanda
21879,qızın,qızın
21880,münasibətim,münasibətim
21881,qorxaq,qorxaq
21882,baha,baha
21883,etməyinizi,etməyinizi
21884,ayaqqabi,ayaqqabi
21885,əlavə,əlavə
21886,kiçiydi,kiçiydi
21887,gedəcək,gedəcək
21888,tl,tl
21889,İsleyirem,işləyirəm
21890,vurmusam,vurmuşam
21891,münasibdirmi,münasibdirmi
21892,etdikdan,etdikdən
21893,qaydalarından,qaydalarından
21894,bizdən,bizdən
21895,hallarda,hallarda
21896,niyə,niyə
21897,hirslənər,hirslənər
21898,Taniyan,tanıyan
21899,bezir,bezir
21900,cavabım,cavabım
21901,onemlidir,önəmlidir
21902,Həkimin,həkimin
21903,mənəviyyatçıyam,mənəviyyatçıyam
21904,yorulub,yorulub
21905,Qonşumuz,qonşumuz
21906,ola,olar
21907,oğlanam,oğlanam
21908,uzaqam,uzaqam
21909,anamdan,anamdan
21910,yaşayıb,yaşayıb
21911,diresdi,dirəşdi
21914,paltarlarımıza,paltarlarımıza
21915,çoxunuzda,çoxunuzda
21916,mənimdə,mənimdə
21917,Mənlə,mənlə
21918,dayaqsiz,dayaqsız
21919,biler,bilər
21920,yuxusuz,yuxusuz
21921,arvadi,arvadı
21922,Qohumlarını,qohumlarını
21923,rasxodu,rasxodu
21924,Yeniyetmə,yeniyetmə
21925,Boşan,boşan
21926,Realda,realda
21927,güvənirəm,güvənirəm
21928,harasını,harasını
21929,ifadəsidə,ifadəsi də
21930,yazığı,yazığı
21932,qorxudur,qorxudur
21933,şikayətçi,şikayətçi
21934,qırmızı,qırmızı
21935,karobkasında,karobkasında
21936,İtirəcəyin,itirəcəyin
21937,üzvüleri,üzvləri
21938,satıram,satıram
21939,keçirki,keçir ki
21940,tiplidir,tiplidir
21941,Əsədov,Əsədov
21942,nov,növ
21943,maraqlanırdı,maraqlanırdı
21944,qardaşim,qardaşım
21946,trip,trip
21947,qoyduğunuz,qoyduğunuz
21948,etmemisen,etməmisən
21949,müdürüm,müdürüm
21950,ikimizinde,ikimizində
21951,incitmir,incitmir
21953,olmasına,olmasına
21954,klinikalarin,klinikaların
21955,sagaltmışdı,sagaltmışdı
21956,çatdıracaq,çatdıracaq
21957,saxlamasından,saxlamasından
21958,işimə,işimə
21959,müellimin,müellimin
21960,Deyerek,deyərək
21961,seven,sevən
21962,çatırsa,çatırsa
21963,Yeri,yeri
21964,onlarıda,onlarıda
21965,baglayib,bağlayıb
21966,Fikirləriniz,fikirləriniz
21967,profilin,profilin
21968,demədi,demədi
21969,Kovser,Kövsər
21970,yarimciq,yarımçıq
21971,yazısdıqın,yazışdığın
21972,inansaq,inansaq
21973,gunde,gündə
21974,verdiyimiz,verdiyimiz
21975,həftədir,həftədir
21976,isterdim,istərdim
21977,qucagina,qucağına
21978,çırpıntılarını,çırpıntılarını
21979,meselcun,məsəl üçün
21980,dostlarının,dostlarının
21981,narkotik,narkotik
21982,məşquldur,məşquldur
21983,xeyri,xeyri
21984,qazanırsınız,qazanırsınız
21985,azere,Azərə
21986,nishanlim,nişanlım
21987,razilik,razılıq
21988,utaniram,utanıram
21989,əxlaqsız,əxlaqsız
21990,dostunun,dostunun
21991,icbari,icbari
21992,bibisi,bibisi
21993,Axundov,Axundov
21994,pozmaq,pozmaq
21995,Övladlarım,övladlarım
21996,məsləhətlərdə,məsləhətlərdə
21997,maşşenik,maşşenik
21998,zerercekenler,zərər çəkənlər
21999,lazımdıki,lazımdır ki
668,Ayrica,ayrıca
669,bilmirəmmi,bilmirəmmi
670,etməzdim,etməzdim
671,herbiye,hərbiyə
672,bosandigima,boşandığıma
673,dəyişməyə,dəyişməyə
675,markalı,markalı
676,olarsınız,olarsınız
677,alınır,alınır
678,oynayardı,oynayardı
679,qizim,qızım
680,Mələkləri,mələkləri
681,ifadə,ifadə
682,etdirmeyi,etdirməyi
683,inadımdan,inadımdan
684,evine,evinə
685,nəhayət,nəhayət
686,evlendim,evləndim
689,nələrdir,nələrdir
691,Deyib,deyib
692,Ehtiyat,ehtiyat
693,müdet,müddət
694,yerin,yerin
695,etiketi,etiketi
696,evləri,evləri
698,aparırdım,aparırdım
699,yukseklik,yüksəklik
701,qachannan,qaçandan
702,şirkətlər,şirkətlər
703,Xezri,xəzri
704,İctimai,ictimai
705,demişəm,demişəm
706,Ülvi,Ülvi
707,Sağ,sağ
708,içinə,içinə
710,Mədəni,mədəni
711,dərim,dərim
712,avadanlığı,avadanlığı
713,Boşanan,boşanan
714,anasidi,anasıdır
715,xaricə,xaricə
716,kishisiyem,kişiyəm
717,minnetdar,minnətdar
718,gezmeyi,gəzməyi
719,məşgul,məşğul
720,Oğlanın,oğlanın
721,eseblerim,əsəblərim
722,Mumkunse,mümkünsə
723,aptek,aptek
724,sakıt,sakit
725,özəlliyi,özəlliyi
727,neler,nələr
728,heyatım,həyatım
729,inanım,inanım
731,calismisam,çalışmışam
732,içeri,içəri
733,gah,gah
734,qebul,qəbul
735,Odur,odur
736,Torpaq,torpaq
738,mühərriyin,mühərrikin
739,yalnız,yalnız
740,keçsədə,keçsə də
741,2005-2009-cu,2005-2009-cu
742,öldürəcəkləri,öldürəcəkləri
743,dodağından,dodağından
745,yalannan,yalandan
746,beyenmirler,bəyənmirlər
747,müqayisədə,müqayisədə
748,postunun,postunun
749,yüksek,yüksək
750,qardaşimi,qardaşımı
751,yaşadığı,yaşadığı
752,sozume,sözümə
753,hay,hay
755,girənnen,girəndən
756,geyinmək,geyinmək
757,sizlərin,sizlərin
759,sağlam,sağlam
760,kederlenir,kədərlənir
761,tanıyan,tanıyan
764,deyirdi,deyirdi
766,Munasibetde,münasibətdə
767,qoruyan,qoruyan
768,Bakıya,Bakıya
769,heyf,heyf
770,26yashim,26 yaşım
771,ayrılıq,ayrılıq
772,ayri-ayriliqda,ayrı-ayrılıqda
773,isdəyi,istəyi
774,Vahid,Vahid
775,pəncərəsindən,pəncərəsindən
776,sevindire,sevindirə
778,cixarıb,çıxarıb
779,adamlarnan,adamlarla
780,çoxluq,çoxluq
781,yıxılırdım,yıxılırdım
